mean_consumption,std_dev_consumption,max_consumption,min_consumption
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.49426884813858807,15.086481161612998,484.90866666666665,0.0
2.423374856514015,15.533147408650132,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
1.3914053086856328,15.14960985826027,484.90866666666665,0.0
0.49630195257375465,15.087686542755446,484.90866666666665,0.0
0.5364734730438764,15.095094930080082,484.90866666666665,0.0
0.49954686803140097,15.087001904021388,484.90866666666665,0.0
3.0800882371557385,15.66518612995301,484.90866666666665,0.0
0.9286967058078642,15.20696418393415,484.90866666666665,0.0
0.7400151288940383,15.144031603851682,484.90866666666665,0.0
3.925141539367073,15.51206072826942,484.90866666666665,0.0
1.11041138934968,15.249724342845484,484.90866666666665,0.0
1.8586793363116967,15.34678081080552,484.90866666666665,0.0
1.2557418890589043,15.267459995405773,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.4689638942617666,15.079942197544419,484.90866666666665,0.0
6.463869814241197,15.542892209914363,484.90866666666665,0.0
6.462177357761506,15.543550309326768,484.90866666666665,0.0
3.925141539367073,15.51206072826942,484.90866666666665,0.0
1.100259556314007,15.20138833294844,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.6182170881492155,15.11737723713753,484.90866666666665,0.0
0.7610045314447471,15.141253678647923,484.90866666666665,0.0
2.613368564425943,15.605537415367987,484.90866666666665,0.0
2.0130746952486906,15.386961182183258,484.90866666666665,0.0
0.5097260645443318,15.090214896496736,484.90866666666665,0.0
0.4689638942617666,15.079942197544419,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.4991169082588354,15.086797049768865,484.90866666666665,0.0
4.1482959975643015,15.534151734908113,484.90866666666665,0.0
2.39498241502295,15.564704014533335,484.90866666666665,0.0
0.4917416356453882,15.088116273185825,484.90866666666665,0.0
1.100269227493891,15.201388138550094,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.6352482891064637,15.110880673109923,484.90866666666665,0.0
0.490204376154394,15.084430959341109,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
2.01561049792236,15.118117462247438,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
1.8138478401031612,15.130865661579598,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
4.011301268304509,15.70733119099634,484.90866666666665,0.0
3.2086314073299556,15.687468316516332,484.90866666666665,0.0
0.49954686803140097,15.087001904021388,484.90866666666665,0.0
0.4776487407876917,15.082257592914926,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
0.5632701021173091,15.10240310972947,484.90866666666665,0.0
6.4620613036028995,15.543598374205706,484.90866666666665,0.0
2.7641647847182274,15.633281100197099,484.90866666666665,0.0
0.5032406767797994,15.089086177156647,484.90866666666665,0.0
6.4802531887197805,15.541526409593665,484.90866666666665,0.0
0.8510288858087052,15.143113343721938,484.90866666666665,0.0
